gene	RK10.3	RK11.3	RK12.2	RK12.3	RK7.1	RK7.2	RK8.1	RK8.2	RK2.1	RK2.2	RK3.1	RK3.2	RK4.1	RK4.2	RK6.1	RK6.2
ENSRNOG00000000463	0.91	0.83	0.71	0.67	1.1	0.76	0.97	1.6	0.93	1.17	1.16	1.13	0.47	0.98	1.34	0.83
ENSRNOG00000000464	19.7	19.39	16.78	28.53	31.72	23.46	22.33	35.04	22.74	23.77	20.58	18.68	18.94	26.1	19.84	23.95
ENSRNOG00000000465	58.55	48.23	52.97	48.63	67.78	60.94	63.98	71.24	51.42	55.61	54.05	54.83	64.63	69.62	74.39	75.58
ENSRNOG00000000466	95.17	101.43	86.97	90.6	87.27	111.68	101.91	86.74	102.28	78.68	74.12	84.96	83.49	88.26	99.72	103.21
ENSRNOG00000000467	30.19	28.85	31.67	26.35	36.56	31.73	31.97	35.49	31.87	40.85	29.34	34.24	28.94	35.51	35.74	38
ENSRNOG00000000470	30.9	16.55	12.13	26.6	26.64	23.94	22.79	35.43	28.54	33.39	21.36	18.76	35.43	38.45	30.23	31.02
ENSRNOG00000000471	4.61	3.9	3.81	4.12	6.32	2.35	5.63	3.45	3.29	4.46	3.4	5.69	4.14	5.92	4.8	4.49
ENSRNOG00000000473	118.67	141.3	141.06	155.06	134.65	117.77	138.35	107.1	122.84	126.59	136.81	126.65	94.95	119.25	98.4	110.15
ENSRNOG00000000474	13.12	9.51	7.8	10.68	21.66	17.82	21.11	19.54	14.85	18.16	11	12.27	11.62	19.48	18.47	16.32
ENSRNOG00000000476	10.27	8.35	9.1	9.74	14.75	13.27	13.77	14.83	7.8	10.31	8.81	9.95	13.3	12.35	12.28	13.67
ENSRNOG00000000477	20.23	12.86	18.14	17.78	22.6	21.11	17.75	35.95	13.95	19.21	17.3	19.15	18.67	31.09	21.16	24.17
ENSRNOG00000000478	0.16	0.44	0.47	0.31	0	0.88	1.27	0.49	0.16	0	0.92	1.81	2.62	0.49	0.78	0.35
ENSRNOG00000000479	2.04	10.33	6.25	6.9	12.64	8.14	3.18	6.16	6.27	4.81	6.08	6.3	6.2	7.98	5.36	5.65
ENSRNOG00000000480	22.58	22.31	25.44	25.55	25.89	23.49	28.35	29.25	21.36	28.94	24.54	26.65	16.62	25.62	22.17	18.25
ENSRNOG00000000481	181.77	171.99	132.09	145.88	157.78	180.26	182.83	193.08	153.24	160.76	153	139.4	153.26	178.01	194.9	202.89
ENSRNOG00000000483	2.22	2.76	2.45	3.1	4.64	4.86	3.67	4.85	2.58	3.52	2.42	2.3	4.55	4.12	3.72	3.86
ENSRNOG00000000485	12.11	6.81	13.23	8.23	29.55	22.75	40.89	36.08	10.98	13.77	15.43	20.52	31.72	29.06	26.7	28.79
ENSRNOG00000000486	1.33	0.33	0	0	0.5	0.78	0.12	0.48	0.12	0.68	0.32	0.59	0.77	0.73	1.13	0.26
ENSRNOG00000000487	0	0.13	0.47	0.13	0.17	0.59	0.07	0.07	0.2	0.07	0.14	0.27	25.28	0.28	0.07	0.28
ENSRNOG00000000488	5.26	1.51	1.92	19.64	18.85	24.8	28.06	6.92	6.72	12.16	5.11	3.37	2.91	17.31	4.28	9.51
ENSRNOG00000000490	547.01	468	475.33	438.88	609.1	560.17	926.74	637.93	475.96	497.09	533.56	616.88	593.5	704.59	644.33	705.18
ENSRNOG00000000491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000000493	54.31	65.6	49.04	59.47	71.06	75.9	81.61	71.76	58.55	58.93	54.64	57.64	66.34	63.71	66.13	75.49
ENSRNOG00000000495	3.26	1.72	2.36	2.86	5.03	4.15	1.76	5.09	3.15	5.86	1.63	2.02	5.01	5.55	5.71	4.54
ENSRNOG00000000498	8.97	7.32	8.08	7.99	10.76	12.07	8.64	10.92	9.46	11.74	8.46	8.75	8.83	10.19	10.59	11.07
ENSRNOG00000000499	0.83	0.76	0.56	1.4	2.17	3.29	11.4	4.74	1.47	1.89	2.19	1.89	2.23	4.46	3.22	3.58
ENSRNOG00000000500	2.53	2.3	2.36	2.36	8.98	9.36	5.89	10.21	8.17	8.17	3.19	2.6	4.21	6.8	6.34	6.09
ENSRNOG00000000501	14.45	11.39	14.01	13.24	16.02	16.68	17.86	16.14	14.86	15.03	14.94	15.53	12.22	16.95	16.07	16.03
ENSRNOG00000000502	1.99	1.13	0.89	1.28	3.06	1.59	3.04	3.16	1.77	1.53	1.58	2.45	1.67	2.76	2.81	1.91
ENSRNOG00000000503	32.39	7.49	9.07	8.06	14.66	11.32	10.3	11.42	23.97	50.1	32.16	38.26	14.56	11.05	33.82	18.53
ENSRNOG00000000504	10.09	9.4	9.97	9.91	7.82	10.68	12.47	10.24	7.37	8.23	10.87	10.21	9.15	8.44	11.63	11.84
ENSRNOG00000000505	441.82	379.43	364.08	373.78	609.63	671.35	914.58	714.45	459.43	426.07	468.37	489.7	654.2	769.38	643.84	762.1
ENSRNOG00000000506	4.22	4.11	3.63	4.43	6.49	6.34	9.77	6.91	5.62	4.48	3.8	5.5	5.87	7.17	7.35	7.12
ENSRNOG00000000507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000000508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000000510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000000511	11.37	9.84	14.14	12.34	21.99	19.11	13.35	19.59	13.97	17.77	10.6	11.54	17.88	22.61	18.93	21.89
ENSRNOG00000000512	1.54	1.25	0.98	1.92	1.79	1.25	1.42	1.32	3.47	1.16	1.8	1.04	1.85	0.99	1.6	1.06
ENSRNOG00000000513	50.69	45.99	48.45	49.87	53.14	53.07	53.43	55.58	55.26	58.25	56.31	51.67	57.86	57.51	64.87	63.17
ENSRNOG00000000515	2.23	2.18	2.94	5.19	7.4	7.85	11.53	6.57	3.87	1.78	3.07	3.46	6.42	6.65	5.63	6.97
ENSRNOG00000000516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000000517	6.01	3.36	6.71	10.91	11.03	10.23	5.62	15.15	12.52	8.52	7.23	5.13	10.59	26.3	11.47	8.3
ENSRNOG00000000519	18.09	20.84	22.6	19.69	29.29	26.25	30.08	33.84	19.66	26.31	22.4	24.98	21.75	25.56	29.48	28.37
ENSRNOG00000000520	51.34	51.11	57.12	52.96	83.74	79.26	84.03	91.41	54.56	64.85	63.8	65.96	83.78	101.03	82.07	94.65
ENSRNOG00000000521	15.85	8.89	3.44	4.57	37.34	34.29	48.37	32.91	17.07	19.98	19.3	25.11	30.76	29.31	38.73	23.27
ENSRNOG00000000522	0	0.06	0	0.03	0.18	0.07	0.07	0.17	0.13	0.13	0.06	0	0	0.07	0.04	0.12
ENSRNOG00000000523	24.19	20.86	19.69	21.05	33.95	24.26	40.43	29.6	24.51	21.52	23.65	24.48	28.47	34.27	25.61	32
ENSRNOG00000000524	92.03	87.6	97.72	86.88	75.49	82.28	71.02	79.1	99.2	89.12	88.9	84.85	82	88.37	94.52	82.6
ENSRNOG00000000525	5.19	3.39	2.98	2.8	2.81	5.48	10.5	4.6	4.11	1.68	1.69	2.76	3.35	3.37	4.98	2.38
ENSRNOG00000000527	191.46	172.38	174.35	189.17	251.28	234.4	267.36	258.39	194.7	193.01	182.97	204.96	233.13	216.97	249.93	257.91
ENSRNOG00000000528	2.47	1.8	2.46	2.56	7.2	6.14	5.64	7.85	4.59	3.63	4.85	6.02	6.28	6.38	5.43	6.92
ENSRNOG00000000529	3.43	1.67	2.15	1.36	5.32	4.53	7.46	6.71	4.14	2.74	3.36	4.03	5.04	9.71	5.74	6.21
ENSRNOG00000000531	6.48	7.74	5.25	4.91	7.9	6.79	4.47	8.54	3.69	3.76	4.98	3.91	3.5	6.94	7.05	6.54
ENSRNOG00000000532	32.7	26.54	29.55	33.95	32.45	30.23	30.17	35.52	29.19	36.03	23.75	27.53	32.07	36.32	34.07	38.43
ENSRNOG00000000536	0.09	0.24	0.12	0.04	0.14	0.23	0.34	0.3	0	0	0.15	0.13	0.33	0.61	0.36	0.37
ENSRNOG00000000540	7.15	7.53	7.45	10.39	8.9	9.18	3.97	9.89	8.62	9.52	6.83	5.61	8.97	10.25	7.22	7.96
ENSRNOG00000000541	118.22	118.78	120.37	133.45	122.68	116.75	116.55	119.76	122.23	128.92	110.82	114.68	107.53	125.76	115.32	119.28
ENSRNOG00000000542	0.06	0.01	0.03	0	0.08	0	0	0.07	0.02	0	0	0.01	0.06	0.01	0.04	0.01
ENSRNOG00000000543	3.44	2.19	3.36	3.41	8.58	8.2	9.64	10.19	4.2	3.85	2.41	3.3	7.09	7.26	7.32	6.74
ENSRNOG00000000546	7.63	6.98	8.3	9.71	10.49	7.92	8.9	9.94	8.27	9.88	7.66	8.59	8.58	10.57	13.93	11.44
ENSRNOG00000000547	2.63	1.74	3.66	4.02	4.33	4.68	1.64	3.74	2.9	4.52	2.51	1.97	4.36	3.22	4.01	4.28
ENSRNOG00000000549	26.94	24.7	26.26	28.48	36.3	35.99	27.91	36.04	26.12	35.28	24.85	27.59	32.99	32.46	30.68	30.69
ENSRNOG00000000551	22.77	27.13	22.4	26.2	29.61	33.05	30.71	28.45	25.24	22.47	21.12	24.23	29.95	34.71	30.68	31.98
ENSRNOG00000000552	0.66	0.5	1.31	1.4	1.18	1.23	1.09	1.92	0.59	0.33	0.81	1.25	0.79	0.36	1.2	0.82
ENSRNOG00000000556	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0
ENSRNOG00000000557	96.06	87.3	94.11	91.38	138.03	121.38	127.09	139.12	95.81	102.28	90.52	100.06	126.26	133.42	138.72	146.16
ENSRNOG00000000559	0	0	0.13	0	0	0	0	0	0	0	0	0	0.14	0	0	0.09
ENSRNOG00000000560	6.77	9.81	8.73	7.95	7.47	7.7	4.91	8.39	9.01	10.1	9.41	10.77	9.59	11.19	14.05	10.21
ENSRNOG00000000561	1.36	1.47	1.71	1.79	3.34	2.64	6.3	4.76	1.95	1.78	1.53	1.82	1.48	2.69	1.55	2.37
ENSRNOG00000000562	1.53	0.83	0.93	0.51	1.47	0.78	0.9	2.56	1.2	1.33	0.91	0.96	0.79	1.36	1.54	1.27
ENSRNOG00000000563	0.66	0.71	0.6	0.25	1.56	1.58	1.72	1.81	0.64	1.21	1.46	1.21	1.1	3.04	1.89	1.81
ENSRNOG00000000564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000000565	12.65	10.42	10.54	11.02	25.89	23.53	23.95	22.88	13.93	15.76	12.75	13.04	21.62	25.97	21.69	22.23
ENSRNOG00000000566	352.11	304.88	301.68	286.24	248.07	242.51	215.1	278.18	322.59	310.26	311.02	309.87	264.36	251.56	299.06	311.27
ENSRNOG00000000567	1.14	1.62	0.98	1.32	6.06	5.31	9.02	6.57	2.18	2.58	2.95	2.35	5.6	6.78	5.73	5.87
ENSRNOG00000000568	47.26	41.04	43.68	42.75	40.99	38.44	31.19	36.17	54.21	55.4	54.88	56.73	44.43	44.46	49.53	45.71
ENSRNOG00000000569	7.95	4.81	6.94	9.5	24.77	18.42	26.13	23.36	12.34	11.22	11.37	10.62	21.97	23.28	21.08	22.18
ENSRNOG00000000571	484.35	357.06	381.02	421.6	613.03	493.96	441.71	560.02	441.68	485.33	382.86	436.03	497.7	515.91	565.69	519.25
ENSRNOG00000000572	1.69	0.81	1.24	1.12	1.37	1.32	0.76	1.69	0.67	1.28	0.91	0.93	0.68	1.03	1.57	1.16
ENSRNOG00000000574	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91	0
ENSRNOG00000000576	21.99	21.69	26.49	22.3	25.94	24.61	28.64	28.09	24.83	27.08	20.79	25.96	19.76	25.2	23.8	27.07
ENSRNOG00000000579	4.02	3.4	4.06	3.19	9.75	7.7	11.42	8.98	5.51	6.05	8.28	6.51	10.79	10.97	8.93	8.97
ENSRNOG00000000580	0	0.18	0	0	0.2	0.64	0	0.2	0	0	0	0.39	0.21	0	0	0.42
ENSRNOG00000000581	10.76	10.56	12.16	14.06	17.45	12.88	12.27	13.23	12.79	10.5	9.97	12.51	14.94	15.11	18.14	15.86
ENSRNOG00000000582	12.1	15.15	13.69	22.52	16.29	11.22	9.67	12.49	13.02	16.71	14.6	11.88	11.68	14.93	17.41	16.54
ENSRNOG00000000583	6.47	5.91	6.08	7.31	11.73	9.17	9.35	8.81	7.94	7.52	6.32	5.72	9.65	10.41	10.36	8.43
ENSRNOG00000000585	43.62	43.63	41.99	48.6	48.84	48.78	38.05	46.6	49.91	55.56	48.56	43.98	45.92	47	50.29	50.61
ENSRNOG00000000586	15	11.12	13.35	16.2	25.68	19.88	19.8	26.77	18.67	18.67	14.35	19.37	20.18	23.66	18.81	22.26
ENSRNOG00000000587	9.68	9.9	11.82	10.1	12.86	12.32	20.5	14.34	10.72	13.87	9.84	12.26	16.28	22.17	14.17	18.94
ENSRNOG00000000588	10	11.29	12.27	15.23	11.18	14.04	9.1	13.88	13.61	16.53	7.81	11.21	12.83	15.47	14.07	13.62
ENSRNOG00000000589	33.33	51.73	51.71	73.15	41.4	36.41	18.17	43.94	42.67	52.95	29.63	35.96	38.07	42.71	40.43	34.79
ENSRNOG00000000590	203	262.15	298.43	370.32	214.97	232.27	111.92	246.13	212.39	217.6	149.09	151.94	190.76	260.36	166.96	175.46
ENSRNOG00000000593	1.7	1.68	1.91	2.44	4.31	3.91	2.97	3.76	2.25	2.92	2.15	2.18	3.71	4.07	3.17	3.58
ENSRNOG00000000595	6.15	4.6	5.65	6.74	9.94	9.66	7.13	10.04	8.15	9.43	7.32	7.88	7.91	12.25	6.99	8.68
ENSRNOG00000000596	8.41	6.59	7.18	5.39	12.31	11.97	13.38	13.7	8.41	8.71	6.92	8.63	11.47	13.39	16.17	12.92
ENSRNOG00000000597	1.29	2.01	0.82	2.23	1.09	1.24	0.72	0.86	1.02	0.75	0.7	0.85	1.52	0.8	1.8	1.1
ENSRNOG00000000598	1.61	3.41	2.3	3.35	2.36	1.71	1.26	2.84	1.69	1.42	0.98	1.43	1.56	2.22	2.76	2.46
ENSRNOG00000000599	2.24	1.22	1.92	1.74	6.05	5.67	4.14	5.27	3.06	3.97	1.65	2.33	6.41	7.55	6.48	5.47
ENSRNOG00000000604	23.92	23.89	26.67	27.01	39.25	36.57	35.02	37.56	31.05	33.16	25.69	30.4	40.11	39.8	42.97	45.36
ENSRNOG00000000605	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0
ENSRNOG00000000606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000000607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000000609	29.9	29.12	37.93	36.63	31.95	30.72	22.96	33.79	35.09	43.67	34.22	35.53	25.85	32.5	46.39	24.93
ENSRNOG00000000610	702.87	733.41	709.23	719.9	536.4	523.51	443.1	540.43	688.79	659.35	560.68	649.74	548.54	463.63	639.92	641.87
ENSRNOG00000000611	3.99	4.18	4.06	3.62	6.71	6.28	8.88	9.2	5.14	4.36	4.27	3.19	8.75	10.05	8.54	5.34
ENSRNOG00000000613	35.53	35.1	34.33	33.73	43.22	43.48	46.06	47.93	35.41	40.48	33.44	33.95	42.18	45.17	46.94	45.06
ENSRNOG00000000614	21.52	17.1	21.7	25.51	46.47	39.67	45.74	42.25	27.33	35.1	23.84	21.29	42.43	53.81	51.21	49.33
ENSRNOG00000000618	0	0	0	0.14	0	0	0	0.05	0	0	0	0	0.05	0	0	0
ENSRNOG00000000620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000000622	882.03	814.01	835.11	841.8	740.93	788.36	619.04	692.08	831.64	886.35	763.71	836.36	678.91	634.66	777.51	788.49
ENSRNOG00000000630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000000632	2.19	1.82	1.06	1.66	22.32	22.64	12.95	18.45	3.62	4.68	4.41	6.4	16.78	21.87	11.13	10.21
ENSRNOG00000000633	27.52	26.71	26.43	31.86	23.89	23.05	18.17	28.88	23.5	28.91	20.6	22.05	21.88	28.18	28.77	27.86
ENSRNOG00000000634	13.53	12.62	16.83	13.79	12.74	15.23	24.16	14.69	12.09	13.05	10.11	12.01	13.64	13.63	12.07	15.19
ENSRNOG00000000635	7.73	2.18	2.85	3.9	8.69	11.91	8.26	8.18	6.27	6.52	3.01	4.78	7.89	15.23	9.14	7.67
ENSRNOG00000000636	0	0.08	0	0.21	0.23	0.24	0.18	0.22	0.14	0.04	0	0	0.56	0.05	0.19	0.16
ENSRNOG00000000638	0.35	0.11	0.19	0.24	0.64	0.86	1.13	1.21	0.48	0.22	0.5	0.4	1.03	0.67	0.7	0.56
ENSRNOG00000000639	3.01	1.91	3.18	2.54	5.44	4.05	4.26	5.56	3.25	3.85	2.91	2.23	7.17	5.16	4.51	5.91
ENSRNOG00000000640	0.05	0.08	0.09	0.13	3.31	2.56	6	3.75	0.23	0.79	0.65	1.24	3.11	2.91	3.52	3.62
ENSRNOG00000000641	13.31	10.39	11.23	12.34	16.81	13.72	14.88	15.66	12.96	13.53	15.6	15.66	14.14	12.4	16.46	14.1
ENSRNOG00000000645	18.93	21.43	20.03	24.5	33.95	28.78	25.27	28.73	23.87	23.34	17.92	18.54	35.86	30.04	27.97	30.92
ENSRNOG00000000648	6.15	5.46	5.63	6.73	11.5	9.89	9.18	11.02	7.39	7.17	5.64	5.59	10.01	9.27	9.33	9.92
ENSRNOG00000000650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000000653	0.12	0.03	0.06	0.03	0.09	0.19	0.12	0.3	0.06	0.11	0	0.03	0.39	0.18	0.06	0.36
ENSRNOG00000000655	3.21	2.29	2.39	2.29	11.24	10.95	7.94	11.87	6.52	5.46	5.48	4.16	10.37	15.11	10.45	10.57
ENSRNOG00000000657	14.96	10.09	12.1	17.05	27.58	21.98	9.91	16.88	22.39	20.91	16.81	11.83	24.46	23.01	23.85	19.25
ENSRNOG00000000658	3.71	3.25	3.29	3.95	5.3	5.67	4.14	5.76	3.88	3.75	2.91	2.78	4.05	3.94	5.19	5.09
ENSRNOG00000000661	8.53	10.03	10.15	9.73	12.33	9.54	7.67	10.09	11.22	10.22	8.82	9.77	10.72	10.52	10.56	9.46
ENSRNOG00000000662	7.58	9.11	6.28	5.83	15.31	8.28	12.28	10.07	10.17	8.27	7.97	8	7.55	15.25	9.64	11.16
ENSRNOG00000000663	14.08	13.04	13.12	12.72	15.9	18.51	13.35	17.24	14.84	17.7	12.4	14.95	13.63	15.81	19.45	17.47
ENSRNOG00000000664	22.71	24.14	23.92	27.1	33.38	30.87	39.45	34.29	29.12	31.08	29.21	29.24	29.04	31.22	40.71	32.38
ENSRNOG00000000665	32.8	32.63	46.74	43.94	46.35	50.78	37.58	46	39.01	45.41	26.84	32.03	52.56	69.63	52.08	60.46
ENSRNOG00000000691	0.23	0.1	0.11	0	0.18	0.3	0.06	0.11	0.22	0	0.64	0.33	0.18	0.17	0.18	0.16
ENSRNOG00000000692	44.26	47.46	43.83	46.34	45.86	43.29	36.31	40.15	36.43	40.58	34.18	44.57	39.91	46.2	38.4	43.94
ENSRNOG00000000693	0.46	0.42	0.57	0.68	0.28	0.08	0.07	0.13	0.46	0.13	0.41	0.46	0.14	0.4	0.28	0.38
ENSRNOG00000000695	3.26	3.01	3.6	3.16	5.73	5.79	2.14	4.67	3.88	3.89	1.72	1.61	4.45	4.38	3.75	4.52
ENSRNOG00000000697	23.8	21.17	23.28	21.19	40.21	38.1	47.14	38.49	29.42	31.05	28.39	30.41	36.52	52.17	45.37	46.12
ENSRNOG00000000699	2.45	1.97	2.74	4.72	10.13	10.81	7.17	13.03	9.35	3.61	6.58	3.22	9.1	12.35	11.84	11.56
ENSRNOG00000000700	1.3	1.12	1.03	1.08	7.4	8.08	16.8	12.25	2.56	4.09	4.68	5.35	7.21	9.7	9.91	8.99
ENSRNOG00000000701	372.74	379.91	367.28	391.44	323.34	298.44	265.36	310.87	349.07	340.74	324.02	324.86	300.8	280.86	341.01	300.86
ENSRNOG00000000702	8.2	7.42	7.95	7.35	12.16	10.41	9.63	11.59	7.98	9.4	8.08	7.67	11.02	12.48	10.55	11.24
ENSRNOG00000000704	1.52	1.27	0.64	1.3	5.09	5.75	4.45	4.24	2.33	2.18	1.86	1.86	4.31	5.27	4.15	5.26
ENSRNOG00000000708	1.19	0.75	1.28	1.25	2.09	1.86	1.62	1.83	0.81	1.41	0.88	1.17	1.4	1.88	1.31	0.91
ENSRNOG00000000713	0	0	0	0	0.63	0	0	0	0	1.92	0	0	0	0	0	0
ENSRNOG00000000715	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0.05
ENSRNOG00000000716	0.12	0	0	0	0.12	0.52	0.12	0.12	0	0.34	0	0	0	0	0	0.09
ENSRNOG00000000718	11.29	12.05	13.25	11.02	21.67	20.04	20.43	18.07	14.6	17.24	15.08	14.36	19.58	20.16	15.96	18.52
ENSRNOG00000000720	12.66	8.61	9.19	9.2	16.31	14.64	14.01	12.97	12.43	14.96	11.5	13.6	13.85	11.97	11.29	13.48
ENSRNOG00000000723	67.4	45.63	52.1	42.4	114.56	79.31	105.93	108.94	86.18	37.81	65.74	71.05	114.84	106.91	114.44	90.15
ENSRNOG00000000726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000000728	13.83	12.78	12.26	19.86	18.94	14.55	19.66	24.44	14.35	15.95	14.46	17.14	19.59	24.84	21.84	18.52
ENSRNOG00000000729	73.29	139.22	135.09	177.73	96.88	54.84	37.85	71.53	138.88	98.71	67.12	78.72	83.25	77.18	96.73	91.07
ENSRNOG00000000746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000000747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000000748	0.55	0	1.1	1.59	2.14	3.94	0	1.1	1.62	1.62	0.16	1.08	3.27	1.11	0.53	1.94
ENSRNOG00000000749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000000759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000000763	9.61	3.9	1.98	4.83	14.16	17.19	22.33	15.22	9.63	8.08	12.58	7.65	19.47	21.06	21.67	14.03
ENSRNOG00000000765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000000767	0.2	0	0	0	0	0	0.19	0	0	0	0	0	0	0.6	0	0.14
ENSRNOG00000000768	2.92	58.48	24.42	35.55	332.77	17.65	196.47	179.59	8.58	34.63	22.54	70.18	4	180.88	102.17	146.8
ENSRNOG00000000774	8.13	6.98	5.36	6.3	13.13	13.09	14.43	12.97	8.3	9.08	11.13	9.25	10.32	15.56	11.16	12.27
ENSRNOG00000000775	0.21	0.28	0.2	0.2	0.22	1	1.53	0.62	0.41	0.39	0.27	0.31	1.22	0.42	0.22	0.22
ENSRNOG00000000777	52.07	37.64	44.39	47.84	84.3	77.63	78.61	98.07	52.44	72.86	65.48	72.78	95.73	94.81	85.59	71.87
ENSRNOG00000000778	10.47	15.09	15.44	10.46	14.09	12.24	18.25	12.61	21.4	17.51	12.71	10.39	17.81	24.04	21.02	18.42
ENSRNOG00000000779	29.22	24.17	14.64	13.56	27.13	31.92	34.75	29.97	24.81	24.61	34.32	23.53	30.11	37.2	21.9	26.14
ENSRNOG00000000780	43.49	36.22	37.81	41.21	47.36	49.69	50.18	50.52	40.45	48.09	41.93	46.14	45.94	49.97	48.09	49.32
ENSRNOG00000000781	0.84	0	3.19	0.37	0.33	0.84	1.31	0.55	0.39	0.22	0.72	1.14	0.75	0.24	0.78	1.3
ENSRNOG00000000782	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0.07	0	0
ENSRNOG00000000783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000000785	7.53	5.87	7.61	8.54	13.24	11.26	9.23	11.36	7.13	9.2	8.48	10.08	10.2	8.74	8.31	12.88
ENSRNOG00000000786	48.22	49.03	38.08	25.93	60.77	62.53	82.29	72.29	35.74	50.86	46.18	46.85	59.6	71.02	63.07	59.18
ENSRNOG00000000787	13.29	2.79	13.72	4.62	6.56	9.82	3.24	18.93	11.56	6.97	14.15	8.48	13.14	17.11	11.36	11.91
ENSRNOG00000000795	7.63	5.64	7.06	3.81	10.08	11.18	9.53	11.6	12.29	7.29	8.6	10.77	11.68	17.19	11.49	10.53
ENSRNOG00000000796	15.23	13.74	16.68	18.52	21.13	19.82	14.21	20.28	18.33	22.52	13.46	13.77	18.61	20.65	21.14	19
ENSRNOG00000000798	39	44.08	42.76	46.09	51.37	47.85	54.95	54.99	42.73	41.46	37.56	45.48	47.6	59.16	51.28	52.1
ENSRNOG00000000799	34.11	29.9	32.89	34.66	36.23	44.32	33.17	44.48	34.33	34.51	29.38	36.16	36.34	41.91	42.24	40.61
ENSRNOG00000000800	14.76	14.02	14.35	20.09	22.63	19.59	13.97	21.25	19.56	24	13.58	16.29	19.87	24.56	25.85	21.13
ENSRNOG00000000801	1.65	0.2	1.16	1.54	2.73	1.76	3.21	1.2	1.61	2.49	1.06	2.27	3.27	2.21	2.17	2.04
ENSRNOG00000000802	0.3	0.97	0.65	0.67	1.35	1.21	0.85	0.95	0.86	0.72	0.33	0.6	1.43	1.38	1.32	0.79
ENSRNOG00000000804	66.75	83.07	65.46	66.35	72.72	81.99	73.67	62.49	69.28	75.3	74.74	76.7	61.66	68.77	70.57	80.08
ENSRNOG00000000805	5.4	3.94	5.18	4.8	35.41	23.48	59.24	40.85	11.98	11.68	15.73	15.97	22.86	40.55	26.45	36.16
ENSRNOG00000000808	6.76	8.28	7.65	7.15	9.23	8.47	7.43	8.73	6.29	7.8	6.54	6.49	10.78	10.11	9.32	7.51
ENSRNOG00000000809	10.81	9.34	3.35	7.3	23.18	21.53	15.8	17.74	11.83	11.53	11.42	10.69	8.69	18.16	12.24	12.92
ENSRNOG00000000811	0.36	0	0.25	0.24	4.23	3.38	8.47	4.93	0.63	0.93	1.17	2.27	2.95	3.18	0.66	2.86
ENSRNOG00000000812	50.44	48.79	38.81	43.23	43.9	47.31	38.93	52.86	36.2	40.66	39.65	44.14	42.92	46.47	43.37	48.03
ENSRNOG00000000814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000000815	20.52	15.34	22.2	19.16	47.81	46.01	33.36	43	24.05	27.57	18.44	18.63	37.62	34.01	35.38	39.46
ENSRNOG00000000816	12.61	11.95	8.15	9.6	27.16	22.02	45.05	36.57	22.19	15.45	21.08	24.56	28.31	34.34	29.93	29.32
ENSRNOG00000000818	1.69	1.79	0.67	1.88	4.19	3.98	7.44	4.55	1.25	1.54	1.32	1.95	4.6	7.27	3.98	4.34
ENSRNOG00000000823	5.99	7.67	8.5	10.48	12.81	10.75	7.28	11.99	8.28	10.17	6.9	8.1	12	13.88	10.89	11.44
ENSRNOG00000000824	4.27	2.95	3.93	3.53	9.36	10.36	13.18	14.34	5.3	5.6	5.17	4.57	10.45	11.72	11.28	9.99
ENSRNOG00000000825	0	0	0	0.19	0.07	0.14	0.33	0.27	0	0.06	0.06	0.13	0.36	0.07	0	0.05
ENSRNOG00000000826	68.85	65	52.14	61.99	83.52	94.02	147.71	80.99	67.58	65.26	77.48	71.49	90.94	101.15	88.19	95.93
ENSRNOG00000000827	34.05	24.1	19.02	19.92	55.13	63	107.66	52.4	24.46	30.45	32.08	36.86	58.72	58.87	49.42	49.03
ENSRNOG00000000831	10.5	10.81	8.17	7.61	10.12	10.29	13.38	10.6	9.87	8.82	9.7	10.21	11.77	9.97	11.52	13.52
